ano;Prediccion;province;energy type;;;;
31/12/2030;21305,48;Canada;Wind;;;;
31/12/2031;21935,98;Canada;Wind;;;;
31/12/2032;22542,59;Canada;Wind;;;;
31/12/2033;23117,39;Canada;Wind;;;;
31/12/2034;23667,06;Canada;Wind;;;;
31/12/2035;24192,65;Canada;Wind;;;;
31/12/2036;24695,29;Canada;Wind;;;;
31/12/2037;25174,73;Canada;Wind;;;;
31/12/2038;25631,38;Canada;Wind;;;;
31/12/2039;26066,65;Canada;Wind;;;;
31/12/2040;26481,29;Canada;Wind;;;;
31/12/2041;26876,03;Canada;Wind;;;;
31/12/2042;27251,50;Canada;Wind;;;;
31/12/2043;27608,52;Canada;Wind;;;;
31/12/2044;27947,81;Canada;Wind;;;;
31/12/2045;28270,13;Canada;Wind;;;;
31/12/2046;28576,19;Canada;Wind;;;;
31/12/2047;28866,63;Canada;Wind;;;;
31/12/2048;29142,19;Canada;Wind;;;;
31/12/2049;29403,49;Canada;Wind;;;;
31/12/2050;29651,20;Canada;Wind;;;;
31/12/2051;29885,91;Canada;Wind;;;;
31/12/2024;2616,52;Canada;Biomass / Geothermal;;;;
31/12/2025;2648,20;Canada;Biomass / Geothermal;;;;
31/12/2026;2678,98;Canada;Biomass / Geothermal;;;;
31/12/2027;2708,84;Canada;Biomass / Geothermal;;;;
31/12/2028;2736,52;Canada;Biomass / Geothermal;;;;
31/12/2029;2761,05;Canada;Biomass / Geothermal;;;;
31/12/2030;2783,33;Canada;Biomass / Geothermal;;;;
31/12/2031;2803,60;Canada;Biomass / Geothermal;;;;
31/12/2032;2821,97;Canada;Biomass / Geothermal;;;;
31/12/2033;2838,60;Canada;Biomass / Geothermal;;;;
31/12/2034;2853,67;Canada;Biomass / Geothermal;;;;
31/12/2035;2867,32;Canada;Biomass / Geothermal;;;;
31/12/2036;2879,68;Canada;Biomass / Geothermal;;;;
31/12/2037;2890,86;Canada;Biomass / Geothermal;;;;
31/12/2038;2900,99;Canada;Biomass / Geothermal;;;;
31/12/2039;2910,14;Canada;Biomass / Geothermal;;;;
31/12/2040;2918,43;Canada;Biomass / Geothermal;;;;
31/12/2041;2925,92;Canada;Biomass / Geothermal;;;;
31/12/2042;2932,70;Canada;Biomass / Geothermal;;;;
31/12/2043;2938,83;Canada;Biomass / Geothermal;;;;
31/12/2044;2944,37;Canada;Biomass / Geothermal;;;;
31/12/2045;2949,37;Canada;Biomass / Geothermal;;;;
31/12/2046;2953,90;Canada;Biomass / Geothermal;;;;
31/12/2047;2957,99;Canada;Biomass / Geothermal;;;;
31/12/2048;2961,69;Canada;Biomass / Geothermal;;;;
31/12/2049;2965,03;Canada;Biomass / Geothermal;;;;
31/12/2050;2968,05;Canada;Biomass / Geothermal;;;;
31/12/2051;2970,78;Canada;Biomass / Geothermal;;;;
31/12/2024;4607,15;Canada;Solar;;;;
31/12/2025;5007,56;Canada;Solar;;;;
31/12/2026;5414,84;Canada;Solar;;;;
31/12/2027;5842,73;Canada;Solar;;;;
31/12/2028;6255,48;Canada;Solar;;;;
31/12/2029;6690,69;Canada;Solar;;;;
31/12/2030;7135,08;Canada;Solar;;;;
31/12/2031;7587,48;Canada;Solar;;;;
31/12/2032;8047,60;Canada;Solar;;;;
31/12/2033;8513,80;Canada;Solar;;;;
31/12/2034;8987,45;Canada;Solar;;;;
31/12/2035;9466,44;Canada;Solar;;;;
31/12/2036;9949,73;Canada;Solar;;;;
31/12/2037;10436,24;Canada;Solar;;;;
31/12/2038;10924,75;Canada;Solar;;;;
31/12/2039;11414,04;Canada;Solar;;;;
31/12/2040;11902,67;Canada;Solar;;;;
31/12/2041;12389,20;Canada;Solar;;;;
31/12/2042;12872,18;Canada;Solar;;;;
31/12/2043;13350,17;Canada;Solar;;;;
31/12/2044;13821,69;Canada;Solar;;;;
31/12/2045;14285,35;Canada;Solar;;;;
31/12/2046;14739,74;Canada;Solar;;;;
31/12/2047;15183,60;Canada;Solar;;;;
31/12/2048;15615,71;Canada;Solar;;;;
31/12/2049;16035,00;Canada;Solar;;;;
31/12/2050;16440,51;Canada;Solar;;;;
31/12/2051;16831,41;Canada;Solar;;;;
31/12/2024;13224,91;Canada;Uranium;;;;
31/12/2025;13341,92;Canada;Uranium;;;;
31/12/2026;13481,91;Canada;Uranium;;;;
31/12/2027;13530,20;Canada;Uranium;;;;
31/12/2028;13546,72;Canada;Uranium;;;;
31/12/2029;13506,89;Canada;Uranium;;;;
31/12/2030;13492,67;Canada;Uranium;;;;
31/12/2031;13481,84;Canada;Uranium;;;;
31/12/2032;13477,45;Canada;Uranium;;;;
31/12/2033;13476,92;Canada;Uranium;;;;
31/12/2034;13478,62;Canada;Uranium;;;;
31/12/2035;13479,74;Canada;Uranium;;;;
31/12/2036;13480,54;Canada;Uranium;;;;
31/12/2037;13480,88;Canada;Uranium;;;;
31/12/2038;13480,93;Canada;Uranium;;;;
31/12/2039;13480,85;Canada;Uranium;;;;
31/12/2040;13480,78;Canada;Uranium;;;;
31/12/2041;13480,72;Canada;Uranium;;;;
31/12/2042;13480,70;Canada;Uranium;;;;
31/12/2043;13480,69;Canada;Uranium;;;;
31/12/2044;13480,69;Canada;Uranium;;;;
31/12/2045;13480,70;Canada;Uranium;;;;
31/12/2046;13480,70;Canada;Uranium;;;;
31/12/2047;13480,70;Canada;Uranium;;;;
31/12/2048;13480,70;Canada;Uranium;;;;
31/12/2049;13480,70;Canada;Uranium;;;;
31/12/2050;13480,70;Canada;Uranium;;;;
31/12/2051;13480,70;Canada;Uranium;;;;
31/12/2024;3752,62;Canada;Coal & Coke;;;;
31/12/2025;2883,79;Canada;Coal & Coke;;;;
31/12/2026;2055,76;Canada;Coal & Coke;;;;
31/12/2027;1291,91;Canada;Coal & Coke;;;;
31/12/2028;621,38;Canada;Coal & Coke;;;;
31/12/2029;-24,18;Canada;Coal & Coke;;;;
31/12/2030;-710,63;Canada;Coal & Coke;;;;
31/12/2031;-1371,04;Canada;Coal & Coke;;;;
31/12/2032;-2008,32;Canada;Coal & Coke;;;;
31/12/2033;-2626,48;Canada;Coal & Coke;;;;
31/12/2034;-3231,22;Canada;Coal & Coke;;;;
31/12/2035;-3823,00;Canada;Coal & Coke;;;;
31/12/2036;-4397,62;Canada;Coal & Coke;;;;
31/12/2037;-4955,99;Canada;Coal & Coke;;;;
31/12/2038;-5498,71;Canada;Coal & Coke;;;;
31/12/2039;-6026,11;Canada;Coal & Coke;;;;
31/12/2040;-6538,05;Canada;Coal & Coke;;;;
31/12/2041;-7034,50;Canada;Coal & Coke;;;;
31/12/2042;-7515,67;Canada;Coal & Coke;;;;
31/12/2043;-7981,76;Canada;Coal & Coke;;;;
31/12/2044;-8432,94;Canada;Coal & Coke;;;;
31/12/2045;-8869,39;Canada;Coal & Coke;;;;
31/12/2046;-9291,31;Canada;Coal & Coke;;;;
31/12/2047;-9698,90;Canada;Coal & Coke;;;;
31/12/2048;-10092,47;Canada;Coal & Coke;;;;
31/12/2049;-10472,21;Canada;Coal & Coke;;;;
31/12/2050;-10838,41;Canada;Coal & Coke;;;;
31/12/2051;-11191,34;Canada;Coal & Coke;;;;
31/12/2024;24640,25;Canada;Natural Gas;;;;
31/12/2025;24982,95;Canada;Natural Gas;;;;
31/12/2026;25303,41;Canada;Natural Gas;;;;
31/12/2027;25637,02;Canada;Natural Gas;;;;
31/12/2028;25926,63;Canada;Natural Gas;;;;
31/12/2029;25897,54;Canada;Natural Gas;;;;
31/12/2030;26083,05;Canada;Natural Gas;;;;
31/12/2031;26237,73;Canada;Natural Gas;;;;
31/12/2032;26364,81;Canada;Natural Gas;;;;
31/12/2033;26461,65;Canada;Natural Gas;;;;
31/12/2034;26533,04;Canada;Natural Gas;;;;
31/12/2035;26621,98;Canada;Natural Gas;;;;
31/12/2036;26695,70;Canada;Natural Gas;;;;
31/12/2037;26757,77;Canada;Natural Gas;;;;
31/12/2038;26811,06;Canada;Natural Gas;;;;
31/12/2039;26858,75;Canada;Natural Gas;;;;
31/12/2040;26903,43;Canada;Natural Gas;;;;
31/12/2041;26941,75;Canada;Natural Gas;;;;
31/12/2042;26975,23;Canada;Natural Gas;;;;
31/12/2043;27004,86;Canada;Natural Gas;;;;
31/12/2044;27031,31;Canada;Natural Gas;;;;
31/12/2045;27054,86;Canada;Natural Gas;;;;
31/12/2046;27075,49;Canada;Natural Gas;;;;
31/12/2047;27093,69;Canada;Natural Gas;;;;
31/12/2048;27109,85;Canada;Natural Gas;;;;
31/12/2049;27124,16;Canada;Natural Gas;;;;
31/12/2050;27136,82;Canada;Natural Gas;;;;
31/12/2051;27147,98;Canada;Natural Gas;;;;
31/12/2024;3643,44;Canada;Oil;;;;
31/12/2025;3633,03;Canada;Oil;;;;
31/12/2026;3625,08;Canada;Oil;;;;
31/12/2027;3619,01;Canada;Oil;;;;
31/12/2028;3615,12;Canada;Oil;;;;
31/12/2029;3613,48;Canada;Oil;;;;
31/12/2030;3612,83;Canada;Oil;;;;
31/12/2031;3612,87;Canada;Oil;;;;
31/12/2032;3613,26;Canada;Oil;;;;
31/12/2033;3613,75;Canada;Oil;;;;
31/12/2034;3614,18;Canada;Oil;;;;
31/12/2035;3614,52;Canada;Oil;;;;
31/12/2036;3614,75;Canada;Oil;;;;
31/12/2037;3614,89;Canada;Oil;;;;
31/12/2038;3614,95;Canada;Oil;;;;
31/12/2039;3614,98;Canada;Oil;;;;
31/12/2040;3614,97;Canada;Oil;;;;
31/12/2041;3614,95;Canada;Oil;;;;
31/12/2042;3614,94;Canada;Oil;;;;
31/12/2043;3614,92;Canada;Oil;;;;
31/12/2044;3614,90;Canada;Oil;;;;
31/12/2045;3614,90;Canada;Oil;;;;
31/12/2046;3614,89;Canada;Oil;;;;
31/12/2047;3614,89;Canada;Oil;;;;
31/12/2048;3614,89;Canada;Oil;;;;
31/12/2049;3614,89;Canada;Oil;;;;
31/12/2050;3614,89;Canada;Oil;;;;
31/12/2051;3614,89;Canada;Oil;;;;
31/12/2024;6284,83;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2025;6555,05;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2026;6879,74;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2027;7270,30;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2028;7739,88;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2029;8310,59;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2030;8998,01;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2031;9818,61;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2032;10783,57;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2033;11891,88;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2034;13122,24;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2035;14427,46;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2036;15737,53;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2037;16973,84;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2038;18069,65;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2039;18985,54;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2040;19712,72;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2041;20265,96;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2042;20672,80;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2043;20964,27;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2044;21169,07;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2045;21310,97;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2046;21408,35;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2047;21474,69;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2048;21519,69;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2049;21550,10;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2050;21570,62;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2051;21584,45;Manitoba;Hydro / Wave / Tidal;;;;
31/12/2024;246,48;Manitoba;Wind;;;;
31/12/2025;244,81;Manitoba;Wind;;;;
31/12/2026;243,35;Manitoba;Wind;;;;
31/12/2027;242,09;Manitoba;Wind;;;;
31/12/2028;241,03;Manitoba;Wind;;;;
31/12/2029;240,17;Manitoba;Wind;;;;
31/12/2030;239,72;Manitoba;Wind;;;;
31/12/2031;239,39;Manitoba;Wind;;;;
31/12/2032;239,14;Manitoba;Wind;;;;
31/12/2033;238,96;Manitoba;Wind;;;;
31/12/2034;238,83;Manitoba;Wind;;;;
31/12/2035;238,74;Manitoba;Wind;;;;
31/12/2036;238,68;Manitoba;Wind;;;;
31/12/2037;238,64;Manitoba;Wind;;;;
31/12/2038;238,61;Manitoba;Wind;;;;
31/12/2039;238,59;Manitoba;Wind;;;;
31/12/2040;238,57;Manitoba;Wind;;;;
31/12/2041;238,56;Manitoba;Wind;;;;
31/12/2042;238,55;Manitoba;Wind;;;;
31/12/2043;238,55;Manitoba;Wind;;;;
31/12/2044;238,54;Manitoba;Wind;;;;
31/12/2045;238,54;Manitoba;Wind;;;;
31/12/2046;238,54;Manitoba;Wind;;;;
31/12/2047;238,54;Manitoba;Wind;;;;
31/12/2048;238,54;Manitoba;Wind;;;;
31/12/2049;238,54;Manitoba;Wind;;;;
31/12/2050;238,54;Manitoba;Wind;;;;
31/12/2051;238,54;Manitoba;Wind;;;;
31/12/2024;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2025;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2026;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2027;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2028;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2029;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2030;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2031;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2032;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2033;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2034;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2035;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2036;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2037;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2038;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2039;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2040;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2041;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2042;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2043;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2044;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2045;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2046;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2047;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2048;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2049;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2050;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2051;22,00;Manitoba;Biomass / Geothermal;;;;
31/12/2024;5,27;Manitoba;Solar;;;;
31/12/2025;4,71;Manitoba;Solar;;;;
31/12/2026;4,03;Manitoba;Solar;;;;
31/12/2027;3,29;Manitoba;Solar;;;;
31/12/2028;2,58;Manitoba;Solar;;;;
31/12/2029;2,00;Manitoba;Solar;;;;
31/12/2030;1,50;Manitoba;Solar;;;;
31/12/2031;1,15;Manitoba;Solar;;;;
31/12/2032;0,94;Manitoba;Solar;;;;
31/12/2033;0,88;Manitoba;Solar;;;;
31/12/2034;0,95;Manitoba;Solar;;;;
31/12/2035;1,13;Manitoba;Solar;;;;
31/12/2036;1,40;Manitoba;Solar;;;;
31/12/2037;1,72;Manitoba;Solar;;;;
31/12/2038;2,07;Manitoba;Solar;;;;
31/12/2039;2,42;Manitoba;Solar;;;;
31/12/2040;2,74;Manitoba;Solar;;;;
31/12/2041;3,01;Manitoba;Solar;;;;
31/12/2042;3,22;Manitoba;Solar;;;;
31/12/2043;3,36;Manitoba;Solar;;;;
31/12/2044;3,43;Manitoba;Solar;;;;
31/12/2045;3,43;Manitoba;Solar;;;;
31/12/2046;3,37;Manitoba;Solar;;;;
31/12/2047;3,26;Manitoba;Solar;;;;
31/12/2048;3,11;Manitoba;Solar;;;;
31/12/2049;2,95;Manitoba;Solar;;;;
31/12/2050;2,78;Manitoba;Solar;;;;
31/12/2051;2,61;Manitoba;Solar;;;;
31/12/2024;0,00;Manitoba;Uranium;;;;
31/12/2025;0,00;Manitoba;Uranium;;;;
31/12/2026;0,00;Manitoba;Uranium;;;;
31/12/2027;0,00;Manitoba;Uranium;;;;
31/12/2028;0,00;Manitoba;Uranium;;;;
31/12/2029;0,00;Manitoba;Uranium;;;;
31/12/2030;0,00;Manitoba;Uranium;;;;
31/12/2031;0,00;Manitoba;Uranium;;;;
31/12/2032;0,00;Manitoba;Uranium;;;;
31/12/2033;0,00;Manitoba;Uranium;;;;
31/12/2034;0,00;Manitoba;Uranium;;;;
31/12/2035;0,00;Manitoba;Uranium;;;;
31/12/2036;0,00;Manitoba;Uranium;;;;
31/12/2037;0,00;Manitoba;Uranium;;;;
31/12/2038;0,00;Manitoba;Uranium;;;;
31/12/2039;0,00;Manitoba;Uranium;;;;
31/12/2040;0,00;Manitoba;Uranium;;;;
31/12/2041;0,00;Manitoba;Uranium;;;;
31/12/2042;0,00;Manitoba;Uranium;;;;
31/12/2043;0,00;Manitoba;Uranium;;;;
31/12/2044;0,00;Manitoba;Uranium;;;;
31/12/2045;0,00;Manitoba;Uranium;;;;
31/12/2046;0,00;Manitoba;Uranium;;;;
31/12/2047;0,00;Manitoba;Uranium;;;;
31/12/2048;0,00;Manitoba;Uranium;;;;
31/12/2049;0,00;Manitoba;Uranium;;;;
31/12/2050;0,00;Manitoba;Uranium;;;;
31/12/2051;0,00;Manitoba;Uranium;;;;
31/12/2024;-2,93;Manitoba;Coal & Coke;;;;
31/12/2025;-2,20;Manitoba;Coal & Coke;;;;
31/12/2026;-2,29;Manitoba;Coal & Coke;;;;
31/12/2027;-2,28;Manitoba;Coal & Coke;;;;
31/12/2028;-2,21;Manitoba;Coal & Coke;;;;
31/12/2029;-2,09;Manitoba;Coal & Coke;;;;
31/12/2030;-2,01;Manitoba;Coal & Coke;;;;
31/12/2031;-1,92;Manitoba;Coal & Coke;;;;
31/12/2032;-1,83;Manitoba;Coal & Coke;;;;
31/12/2033;-1,75;Manitoba;Coal & Coke;;;;
31/12/2034;-1,68;Manitoba;Coal & Coke;;;;
31/12/2035;-1,61;Manitoba;Coal & Coke;;;;
31/12/2036;-1,54;Manitoba;Coal & Coke;;;;
31/12/2037;-1,49;Manitoba;Coal & Coke;;;;
31/12/2038;-1,43;Manitoba;Coal & Coke;;;;
31/12/2039;-1,38;Manitoba;Coal & Coke;;;;
31/12/2040;-1,33;Manitoba;Coal & Coke;;;;
31/12/2041;-1,29;Manitoba;Coal & Coke;;;;
31/12/2042;-1,25;Manitoba;Coal & Coke;;;;
31/12/2043;-1,21;Manitoba;Coal & Coke;;;;
31/12/2044;-1,18;Manitoba;Coal & Coke;;;;
31/12/2045;-1,14;Manitoba;Coal & Coke;;;;
31/12/2046;-1,11;Manitoba;Coal & Coke;;;;
31/12/2047;-1,09;Manitoba;Coal & Coke;;;;
31/12/2048;-1,06;Manitoba;Coal & Coke;;;;
31/12/2049;-1,04;Manitoba;Coal & Coke;;;;
31/12/2050;-1,02;Manitoba;Coal & Coke;;;;
31/12/2051;-1,00;Manitoba;Coal & Coke;;;;
31/12/2024;402,48;Manitoba;Natural Gas;;;;
31/12/2025;402,42;Manitoba;Natural Gas;;;;
31/12/2026;402,41;Manitoba;Natural Gas;;;;
31/12/2027;402,41;Manitoba;Natural Gas;;;;
31/12/2028;402,42;Manitoba;Natural Gas;;;;
31/12/2029;402,43;Manitoba;Natural Gas;;;;
31/12/2030;402,43;Manitoba;Natural Gas;;;;
31/12/2031;402,43;Manitoba;Natural Gas;;;;
31/12/2032;402,43;Manitoba;Natural Gas;;;;
31/12/2033;402,43;Manitoba;Natural Gas;;;;
31/12/2034;402,43;Manitoba;Natural Gas;;;;
31/12/2035;402,43;Manitoba;Natural Gas;;;;
31/12/2036;402,43;Manitoba;Natural Gas;;;;
31/12/2037;402,43;Manitoba;Natural Gas;;;;
31/12/2038;402,43;Manitoba;Natural Gas;;;;
31/12/2039;402,43;Manitoba;Natural Gas;;;;
31/12/2040;402,43;Manitoba;Natural Gas;;;;
31/12/2041;402,43;Manitoba;Natural Gas;;;;
31/12/2042;402,43;Manitoba;Natural Gas;;;;
31/12/2043;402,43;Manitoba;Natural Gas;;;;
31/12/2044;402,43;Manitoba;Natural Gas;;;;
31/12/2045;402,43;Manitoba;Natural Gas;;;;
31/12/2046;402,43;Manitoba;Natural Gas;;;;
31/12/2047;402,43;Manitoba;Natural Gas;;;;
31/12/2048;402,43;Manitoba;Natural Gas;;;;
31/12/2049;402,43;Manitoba;Natural Gas;;;;
31/12/2050;402,43;Manitoba;Natural Gas;;;;
31/12/2051;402,43;Manitoba;Natural Gas;;;;
31/12/2024;59,42;Manitoba;Oil;;;;
31/12/2025;81,71;Manitoba;Oil;;;;
31/12/2026;92,36;Manitoba;Oil;;;;
31/12/2027;105,36;Manitoba;Oil;;;;
31/12/2028;121,48;Manitoba;Oil;;;;
31/12/2029;140,80;Manitoba;Oil;;;;
31/12/2030;155,69;Manitoba;Oil;;;;
31/12/2031;166,38;Manitoba;Oil;;;;
31/12/2032;175,84;Manitoba;Oil;;;;
31/12/2033;183,89;Manitoba;Oil;;;;
31/12/2034;190,30;Manitoba;Oil;;;;
31/12/2035;194,79;Manitoba;Oil;;;;
31/12/2036;198,00;Manitoba;Oil;;;;
31/12/2037;200,44;Manitoba;Oil;;;;
31/12/2038;202,26;Manitoba;Oil;;;;
31/12/2039;203,58;Manitoba;Oil;;;;
31/12/2040;204,49;Manitoba;Oil;;;;
31/12/2041;205,14;Manitoba;Oil;;;;
31/12/2042;205,62;Manitoba;Oil;;;;
31/12/2043;205,96;Manitoba;Oil;;;;
31/12/2044;206,20;Manitoba;Oil;;;;
31/12/2045;206,37;Manitoba;Oil;;;;
31/12/2046;206,49;Manitoba;Oil;;;;
31/12/2047;206,58;Manitoba;Oil;;;;
31/12/2048;206,64;Manitoba;Oil;;;;
31/12/2049;206,69;Manitoba;Oil;;;;
31/12/2050;206,72;Manitoba;Oil;;;;
31/12/2051;206,74;Manitoba;Oil;;;;
31/12/2024;961,43;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2025;961,56;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2026;961,66;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2027;961,74;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2028;961,79;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2029;961,81;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2030;961,82;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2031;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2032;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2033;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2034;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2035;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2036;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2037;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2038;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2039;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2040;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2041;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2042;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2043;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2044;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2045;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2046;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2047;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2048;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2049;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2050;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2051;961,83;New Brunswick;Hydro / Wave / Tidal;;;;
31/12/2024;289,74;New Brunswick;Wind;;;;
31/12/2025;287,65;New Brunswick;Wind;;;;
31/12/2026;285,34;New Brunswick;Wind;;;;
31/12/2027;283,17;New Brunswick;Wind;;;;
31/12/2028;281,23;New Brunswick;Wind;;;;
31/12/2029;279,98;New Brunswick;Wind;;;;
31/12/2030;279,44;New Brunswick;Wind;;;;
31/12/2031;279,05;New Brunswick;Wind;;;;
31/12/2032;278,78;New Brunswick;Wind;;;;
31/12/2033;278,61;New Brunswick;Wind;;;;
31/12/2034;278,51;New Brunswick;Wind;;;;
31/12/2035;278,44;New Brunswick;Wind;;;;
31/12/2036;278,40;New Brunswick;Wind;;;;
31/12/2037;278,37;New Brunswick;Wind;;;;
31/12/2038;278,36;New Brunswick;Wind;;;;
31/12/2039;278,35;New Brunswick;Wind;;;;
31/12/2040;278,34;New Brunswick;Wind;;;;
31/12/2041;278,34;New Brunswick;Wind;;;;
31/12/2042;278,33;New Brunswick;Wind;;;;
31/12/2043;278,33;New Brunswick;Wind;;;;
31/12/2044;278,33;New Brunswick;Wind;;;;
31/12/2045;278,33;New Brunswick;Wind;;;;
31/12/2046;278,33;New Brunswick;Wind;;;;
31/12/2047;278,33;New Brunswick;Wind;;;;
31/12/2048;278,33;New Brunswick;Wind;;;;
31/12/2049;278,33;New Brunswick;Wind;;;;
31/12/2050;278,33;New Brunswick;Wind;;;;
31/12/2051;278,33;New Brunswick;Wind;;;;
31/12/2024;76,22;New Brunswick;Biomass / Geothermal;;;;
31/12/2025;75,56;New Brunswick;Biomass / Geothermal;;;;
31/12/2026;74,49;New Brunswick;Biomass / Geothermal;;;;
31/12/2027;73,52;New Brunswick;Biomass / Geothermal;;;;
31/12/2028;72,69;New Brunswick;Biomass / Geothermal;;;;
31/12/2029;71,98;New Brunswick;Biomass / Geothermal;;;;
31/12/2030;71,34;New Brunswick;Biomass / Geothermal;;;;
31/12/2031;70,77;New Brunswick;Biomass / Geothermal;;;;
31/12/2032;70,28;New Brunswick;Biomass / Geothermal;;;;
31/12/2033;69,85;New Brunswick;Biomass / Geothermal;;;;
31/12/2034;69,46;New Brunswick;Biomass / Geothermal;;;;
31/12/2035;69,13;New Brunswick;Biomass / Geothermal;;;;
31/12/2036;68,83;New Brunswick;Biomass / Geothermal;;;;
31/12/2037;68,57;New Brunswick;Biomass / Geothermal;;;;
31/12/2038;68,34;New Brunswick;Biomass / Geothermal;;;;
31/12/2039;68,14;New Brunswick;Biomass / Geothermal;;;;
31/12/2040;67,96;New Brunswick;Biomass / Geothermal;;;;
31/12/2041;67,81;New Brunswick;Biomass / Geothermal;;;;
31/12/2042;67,67;New Brunswick;Biomass / Geothermal;;;;
31/12/2043;67,55;New Brunswick;Biomass / Geothermal;;;;
31/12/2044;67,44;New Brunswick;Biomass / Geothermal;;;;
31/12/2045;67,35;New Brunswick;Biomass / Geothermal;;;;
31/12/2046;67,27;New Brunswick;Biomass / Geothermal;;;;
31/12/2047;67,20;New Brunswick;Biomass / Geothermal;;;;
31/12/2048;67,14;New Brunswick;Biomass / Geothermal;;;;
31/12/2049;67,08;New Brunswick;Biomass / Geothermal;;;;
