ano;Prediccion;province;energy type;;;;
31/12/2050;67,03;New Brunswick;Biomass / Geothermal;;;;
31/12/2051;66,99;New Brunswick;Biomass / Geothermal;;;;
31/12/2024;0,16;New Brunswick;Solar;;;;
31/12/2025;0,17;New Brunswick;Solar;;;;
31/12/2026;0,17;New Brunswick;Solar;;;;
31/12/2027;0,17;New Brunswick;Solar;;;;
31/12/2028;0,17;New Brunswick;Solar;;;;
31/12/2029;0,17;New Brunswick;Solar;;;;
31/12/2030;0,17;New Brunswick;Solar;;;;
31/12/2031;0,17;New Brunswick;Solar;;;;
31/12/2032;0,18;New Brunswick;Solar;;;;
31/12/2033;0,18;New Brunswick;Solar;;;;
31/12/2034;0,18;New Brunswick;Solar;;;;
31/12/2035;0,18;New Brunswick;Solar;;;;
31/12/2036;0,18;New Brunswick;Solar;;;;
31/12/2037;0,18;New Brunswick;Solar;;;;
31/12/2038;0,18;New Brunswick;Solar;;;;
31/12/2039;0,18;New Brunswick;Solar;;;;
31/12/2040;0,18;New Brunswick;Solar;;;;
31/12/2041;0,18;New Brunswick;Solar;;;;
31/12/2042;0,18;New Brunswick;Solar;;;;
31/12/2043;0,18;New Brunswick;Solar;;;;
31/12/2044;0,18;New Brunswick;Solar;;;;
31/12/2045;0,18;New Brunswick;Solar;;;;
31/12/2046;0,18;New Brunswick;Solar;;;;
31/12/2047;0,18;New Brunswick;Solar;;;;
31/12/2048;0,18;New Brunswick;Solar;;;;
31/12/2049;0,18;New Brunswick;Solar;;;;
31/12/2050;0,18;New Brunswick;Solar;;;;
31/12/2051;0,18;New Brunswick;Solar;;;;
31/12/2024;705,66;New Brunswick;Uranium;;;;
31/12/2025;706,05;New Brunswick;Uranium;;;;
31/12/2026;706,42;New Brunswick;Uranium;;;;
31/12/2027;706,73;New Brunswick;Uranium;;;;
31/12/2028;706,99;New Brunswick;Uranium;;;;
31/12/2029;707,17;New Brunswick;Uranium;;;;
31/12/2030;707,30;New Brunswick;Uranium;;;;
31/12/2031;707,40;New Brunswick;Uranium;;;;
31/12/2032;707,47;New Brunswick;Uranium;;;;
31/12/2033;707,52;New Brunswick;Uranium;;;;
31/12/2034;707,55;New Brunswick;Uranium;;;;
31/12/2035;707,57;New Brunswick;Uranium;;;;
31/12/2036;707,59;New Brunswick;Uranium;;;;
31/12/2037;707,60;New Brunswick;Uranium;;;;
31/12/2038;707,60;New Brunswick;Uranium;;;;
31/12/2039;707,60;New Brunswick;Uranium;;;;
31/12/2040;707,60;New Brunswick;Uranium;;;;
31/12/2041;707,61;New Brunswick;Uranium;;;;
31/12/2042;707,61;New Brunswick;Uranium;;;;
31/12/2043;707,61;New Brunswick;Uranium;;;;
31/12/2044;707,61;New Brunswick;Uranium;;;;
31/12/2045;707,61;New Brunswick;Uranium;;;;
31/12/2046;707,61;New Brunswick;Uranium;;;;
31/12/2047;707,61;New Brunswick;Uranium;;;;
31/12/2048;707,61;New Brunswick;Uranium;;;;
31/12/2049;707,61;New Brunswick;Uranium;;;;
31/12/2050;707,61;New Brunswick;Uranium;;;;
31/12/2051;707,61;New Brunswick;Uranium;;;;
31/12/2024;525,14;New Brunswick;Coal & Coke;;;;
31/12/2025;504,73;New Brunswick;Coal & Coke;;;;
31/12/2026;492,99;New Brunswick;Coal & Coke;;;;
31/12/2027;485,67;New Brunswick;Coal & Coke;;;;
31/12/2028;484,10;New Brunswick;Coal & Coke;;;;
31/12/2029;489,12;New Brunswick;Coal & Coke;;;;
31/12/2030;497,71;New Brunswick;Coal & Coke;;;;
31/12/2031;506,86;New Brunswick;Coal & Coke;;;;
31/12/2032;515,03;New Brunswick;Coal & Coke;;;;
31/12/2033;520,28;New Brunswick;Coal & Coke;;;;
31/12/2034;521,43;New Brunswick;Coal & Coke;;;;
31/12/2035;518,75;New Brunswick;Coal & Coke;;;;
31/12/2036;513,55;New Brunswick;Coal & Coke;;;;
31/12/2037;507,55;New Brunswick;Coal & Coke;;;;
31/12/2038;502,50;New Brunswick;Coal & Coke;;;;
31/12/2039;499,57;New Brunswick;Coal & Coke;;;;
31/12/2040;499,10;New Brunswick;Coal & Coke;;;;
31/12/2041;500,78;New Brunswick;Coal & Coke;;;;
31/12/2042;503,86;New Brunswick;Coal & Coke;;;;
31/12/2043;507,37;New Brunswick;Coal & Coke;;;;
31/12/2044;510,39;New Brunswick;Coal & Coke;;;;
31/12/2045;512,25;New Brunswick;Coal & Coke;;;;
31/12/2046;512,63;New Brunswick;Coal & Coke;;;;
31/12/2047;511,65;New Brunswick;Coal & Coke;;;;
31/12/2048;509,75;New Brunswick;Coal & Coke;;;;
31/12/2049;507,58;New Brunswick;Coal & Coke;;;;
31/12/2050;505,73;New Brunswick;Coal & Coke;;;;
31/12/2051;504,63;New Brunswick;Coal & Coke;;;;
31/12/2024;526,35;New Brunswick;Natural Gas;;;;
31/12/2025;490,50;New Brunswick;Natural Gas;;;;
31/12/2026;457,85;New Brunswick;Natural Gas;;;;
31/12/2027;427,81;New Brunswick;Natural Gas;;;;
31/12/2028;403,26;New Brunswick;Natural Gas;;;;
31/12/2029;386,37;New Brunswick;Natural Gas;;;;
31/12/2030;377,00;New Brunswick;Natural Gas;;;;
31/12/2031;373,94;New Brunswick;Natural Gas;;;;
31/12/2032;375,88;New Brunswick;Natural Gas;;;;
31/12/2033;381,16;New Brunswick;Natural Gas;;;;
31/12/2034;388,16;New Brunswick;Natural Gas;;;;
31/12/2035;395,55;New Brunswick;Natural Gas;;;;
31/12/2036;402,31;New Brunswick;Natural Gas;;;;
31/12/2037;407,80;New Brunswick;Natural Gas;;;;
31/12/2038;411,70;New Brunswick;Natural Gas;;;;
31/12/2039;413,99;New Brunswick;Natural Gas;;;;
31/12/2040;414,83;New Brunswick;Natural Gas;;;;
31/12/2041;414,54;New Brunswick;Natural Gas;;;;
31/12/2042;413,47;New Brunswick;Natural Gas;;;;
31/12/2043;411,96;New Brunswick;Natural Gas;;;;
31/12/2044;410,34;New Brunswick;Natural Gas;;;;
31/12/2045;408,83;New Brunswick;Natural Gas;;;;
31/12/2046;407,58;New Brunswick;Natural Gas;;;;
31/12/2047;406,68;New Brunswick;Natural Gas;;;;
31/12/2048;406,14;New Brunswick;Natural Gas;;;;
31/12/2049;405,92;New Brunswick;Natural Gas;;;;
31/12/2050;405,96;New Brunswick;Natural Gas;;;;
31/12/2051;406,18;New Brunswick;Natural Gas;;;;
31/12/2024;1593,04;New Brunswick;Oil;;;;
31/12/2025;1593,04;New Brunswick;Oil;;;;
31/12/2026;1593,04;New Brunswick;Oil;;;;
31/12/2027;1593,04;New Brunswick;Oil;;;;
31/12/2028;1593,04;New Brunswick;Oil;;;;
31/12/2029;1593,04;New Brunswick;Oil;;;;
31/12/2030;1593,04;New Brunswick;Oil;;;;
31/12/2031;1593,04;New Brunswick;Oil;;;;
31/12/2032;1593,04;New Brunswick;Oil;;;;
31/12/2033;1593,04;New Brunswick;Oil;;;;
31/12/2034;1593,04;New Brunswick;Oil;;;;
31/12/2035;1593,04;New Brunswick;Oil;;;;
31/12/2036;1593,04;New Brunswick;Oil;;;;
31/12/2037;1593,04;New Brunswick;Oil;;;;
31/12/2038;1593,04;New Brunswick;Oil;;;;
31/12/2039;1593,04;New Brunswick;Oil;;;;
31/12/2040;1593,04;New Brunswick;Oil;;;;
31/12/2041;1593,04;New Brunswick;Oil;;;;
31/12/2042;1593,04;New Brunswick;Oil;;;;
31/12/2043;1593,04;New Brunswick;Oil;;;;
31/12/2044;1593,04;New Brunswick;Oil;;;;
31/12/2045;1593,04;New Brunswick;Oil;;;;
31/12/2046;1593,04;New Brunswick;Oil;;;;
31/12/2047;1593,04;New Brunswick;Oil;;;;
31/12/2048;1593,04;New Brunswick;Oil;;;;
31/12/2049;1593,04;New Brunswick;Oil;;;;
31/12/2050;1593,04;New Brunswick;Oil;;;;
31/12/2051;1593,04;New Brunswick;Oil;;;;
31/12/2024;7676,05;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2025;7691,42;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2026;7669,74;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2027;7657,38;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2028;7640,18;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2029;7619,09;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2030;7598,92;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2031;7580,27;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2032;7562,63;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2033;7546,56;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2034;7532,14;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2035;7519,24;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2036;7507,76;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2037;7497,61;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2038;7488,66;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2039;7480,78;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2040;7473,86;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2041;7467,78;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2042;7462,46;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2043;7457,79;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2044;7453,71;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2045;7450,14;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2046;7447,01;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2047;7444,28;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2048;7441,89;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2049;7439,80;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2050;7437,98;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2051;7436,38;Newfoundland and Labrador;Hydro / Wave / Tidal;;;;
31/12/2024;49,48;Newfoundland and Labrador;Wind;;;;
31/12/2025;49,05;Newfoundland and Labrador;Wind;;;;
31/12/2026;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2027;48,62;Newfoundland and Labrador;Wind;;;;
31/12/2028;48,61;Newfoundland and Labrador;Wind;;;;
31/12/2029;48,72;Newfoundland and Labrador;Wind;;;;
31/12/2030;48,74;Newfoundland and Labrador;Wind;;;;
31/12/2031;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2032;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2033;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2034;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2035;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2036;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2037;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2038;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2039;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2040;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2041;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2042;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2043;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2044;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2045;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2046;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2047;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2048;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2049;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2050;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2051;48,76;Newfoundland and Labrador;Wind;;;;
31/12/2024;0,39;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2025;0,68;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2026;0,95;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2027;1,21;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2028;1,43;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2029;1,62;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2030;1,77;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2031;1,90;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2032;2,01;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2033;2,10;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2034;2,17;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2035;2,22;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2036;2,27;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2037;2,31;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2038;2,34;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2039;2,37;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2040;2,39;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2041;2,40;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2042;2,42;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2043;2,43;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2044;2,44;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2045;2,44;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2046;2,45;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2047;2,45;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2048;2,46;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2049;2,46;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2050;2,46;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2051;2,47;Newfoundland and Labrador;Biomass / Geothermal;;;;
31/12/2024;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2025;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2026;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2027;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2028;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2029;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2030;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2031;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2032;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2033;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2034;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2035;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2036;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2037;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2038;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2039;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2040;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2041;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2042;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2043;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2044;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2045;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2046;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2047;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2048;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2049;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2050;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2051;0,02;Newfoundland and Labrador;Solar;;;;
31/12/2024;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2025;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2026;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2027;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2028;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2029;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2030;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2031;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2032;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2033;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2034;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2035;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2036;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2037;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2038;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2039;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2040;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2041;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2042;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2043;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2044;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2045;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2046;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2047;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2048;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2049;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2050;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2051;0,00;Newfoundland and Labrador;Uranium;;;;
31/12/2024;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2025;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2026;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2027;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2028;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2029;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2030;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2031;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2032;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2033;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2034;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2035;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2036;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2037;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2038;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2039;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2040;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2041;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2042;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2043;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2044;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2045;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2046;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2047;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2048;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2049;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2050;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2051;0,00;Newfoundland and Labrador;Coal & Coke;;;;
31/12/2024;244,01;Newfoundland and Labrador;Natural Gas;;;;
31/12/2025;237,93;Newfoundland and Labrador;Natural Gas;;;;
31/12/2026;232,06;Newfoundland and Labrador;Natural Gas;;;;
31/12/2027;226,73;Newfoundland and Labrador;Natural Gas;;;;
31/12/2028;222,15;Newfoundland and Labrador;Natural Gas;;;;
31/12/2029;218,46;Newfoundland and Labrador;Natural Gas;;;;
31/12/2030;215,49;Newfoundland and Labrador;Natural Gas;;;;
31/12/2031;213,18;Newfoundland and Labrador;Natural Gas;;;;
31/12/2032;211,42;Newfoundland and Labrador;Natural Gas;;;;
31/12/2033;210,11;Newfoundland and Labrador;Natural Gas;;;;
31/12/2034;209,13;Newfoundland and Labrador;Natural Gas;;;;
31/12/2035;208,43;Newfoundland and Labrador;Natural Gas;;;;
31/12/2036;207,93;Newfoundland and Labrador;Natural Gas;;;;
31/12/2037;207,58;Newfoundland and Labrador;Natural Gas;;;;
31/12/2038;207,34;Newfoundland and Labrador;Natural Gas;;;;
31/12/2039;207,19;Newfoundland and Labrador;Natural Gas;;;;
31/12/2040;207,08;Newfoundland and Labrador;Natural Gas;;;;
31/12/2041;207,02;Newfoundland and Labrador;Natural Gas;;;;
31/12/2042;206,98;Newfoundland and Labrador;Natural Gas;;;;
31/12/2043;206,95;Newfoundland and Labrador;Natural Gas;;;;
31/12/2044;206,94;Newfoundland and Labrador;Natural Gas;;;;
31/12/2045;206,94;Newfoundland and Labrador;Natural Gas;;;;
31/12/2046;206,94;Newfoundland and Labrador;Natural Gas;;;;
31/12/2047;206,94;Newfoundland and Labrador;Natural Gas;;;;
31/12/2048;206,94;Newfoundland and Labrador;Natural Gas;;;;
31/12/2049;206,95;Newfoundland and Labrador;Natural Gas;;;;
31/12/2050;206,95;Newfoundland and Labrador;Natural Gas;;;;
31/12/2051;206,95;Newfoundland and Labrador;Natural Gas;;;;
31/12/2024;759,85;Newfoundland and Labrador;Oil;;;;
31/12/2025;750,64;Newfoundland and Labrador;Oil;;;;
31/12/2026;743,71;Newfoundland and Labrador;Oil;;;;
31/12/2027;739,25;Newfoundland and Labrador;Oil;;;;
31/12/2028;737,28;Newfoundland and Labrador;Oil;;;;
31/12/2029;737,39;Newfoundland and Labrador;Oil;;;;
31/12/2030;738,68;Newfoundland and Labrador;Oil;;;;
31/12/2031;740,40;Newfoundland and Labrador;Oil;;;;
31/12/2032;742,01;Newfoundland and Labrador;Oil;;;;
31/12/2033;743,21;Newfoundland and Labrador;Oil;;;;
31/12/2034;743,88;Newfoundland and Labrador;Oil;;;;
31/12/2035;744,09;Newfoundland and Labrador;Oil;;;;
31/12/2036;743,97;Newfoundland and Labrador;Oil;;;;
31/12/2037;743,68;Newfoundland and Labrador;Oil;;;;
31/12/2038;743,35;Newfoundland and Labrador;Oil;;;;
31/12/2039;743,06;Newfoundland and Labrador;Oil;;;;
31/12/2040;742,87;Newfoundland and Labrador;Oil;;;;
31/12/2041;742,77;Newfoundland and Labrador;Oil;;;;
31/12/2042;742,76;Newfoundland and Labrador;Oil;;;;
31/12/2043;742,80;Newfoundland and Labrador;Oil;;;;
31/12/2044;742,86;Newfoundland and Labrador;Oil;;;;
31/12/2045;742,92;Newfoundland and Labrador;Oil;;;;
31/12/2046;742,97;Newfoundland and Labrador;Oil;;;;
31/12/2047;743,00;Newfoundland and Labrador;Oil;;;;
31/12/2048;743,01;Newfoundland and Labrador;Oil;;;;
31/12/2049;743,01;Newfoundland and Labrador;Oil;;;;
31/12/2050;743,00;Newfoundland and Labrador;Oil;;;;
31/12/2051;742,99;Newfoundland and Labrador;Oil;;;;
31/12/2024;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2025;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2026;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2027;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2028;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2029;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2030;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2031;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2032;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2033;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2034;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2035;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2036;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2037;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2038;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2039;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2040;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2041;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2042;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2043;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2044;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2045;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2046;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2047;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2048;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2049;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2050;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2051;55,48;Northwest Territories;Hydro / Wave / Tidal;;;;
31/12/2024;12,10;Northwest Territories;Wind;;;;
31/12/2025;11,90;Northwest Territories;Wind;;;;
31/12/2026;11,62;Northwest Territories;Wind;;;;
31/12/2027;11,28;Northwest Territories;Wind;;;;
31/12/2028;11,06;Northwest Territories;Wind;;;;
31/12/2029;10,90;Northwest Territories;Wind;;;;
31/12/2030;10,76;Northwest Territories;Wind;;;;
31/12/2031;10,66;Northwest Territories;Wind;;;;
31/12/2032;10,58;Northwest Territories;Wind;;;;
31/12/2033;10,52;Northwest Territories;Wind;;;;
31/12/2034;10,47;Northwest Territories;Wind;;;;
31/12/2035;10,44;Northwest Territories;Wind;;;;
31/12/2036;10,41;Northwest Territories;Wind;;;;
31/12/2037;10,39;Northwest Territories;Wind;;;;
31/12/2038;10,37;Northwest Territories;Wind;;;;
31/12/2039;10,36;Northwest Territories;Wind;;;;
31/12/2040;10,35;Northwest Territories;Wind;;;;
31/12/2041;10,34;Northwest Territories;Wind;;;;
31/12/2042;10,34;Northwest Territories;Wind;;;;
31/12/2043;10,33;Northwest Territories;Wind;;;;
31/12/2044;10,33;Northwest Territories;Wind;;;;
31/12/2045;10,33;Northwest Territories;Wind;;;;
31/12/2046;10,32;Northwest Territories;Wind;;;;
31/12/2047;10,32;Northwest Territories;Wind;;;;
31/12/2048;10,32;Northwest Territories;Wind;;;;
31/12/2049;10,32;Northwest Territories;Wind;;;;
31/12/2050;10,32;Northwest Territories;Wind;;;;
31/12/2051;10,32;Northwest Territories;Wind;;;;
31/12/2024;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2025;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2026;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2027;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2028;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2029;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2030;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2031;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2032;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2033;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2034;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2035;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2036;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2037;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2038;0,00;Northwest Territories;Biomass / Geothermal;;;;
31/12/2039;0,00;Northwest Territories;Biomass / Geothermal;;;;
