,Scenario,Region,Variable,Year,Value,Sector
91,Current Measures,Quebec,Electricity,2037,413.1678,Industrial
92,Current Measures,Quebec,Electricity,2037,293.9739,Residential
93,Current Measures,Quebec,Electricity,2038,171.5336,Commercial
94,Current Measures,Quebec,Electricity,2038,416.8309,Industrial
95,Current Measures,Quebec,Electricity,2038,294.9315,Residential
96,Current Measures,Quebec,Electricity,2039,173.0594,Commercial
97,Current Measures,Quebec,Electricity,2039,420.15,Industrial
98,Current Measures,Quebec,Electricity,2039,295.784,Residential
99,Current Measures,Quebec,Electricity,2040,174.5163,Commercial
100,Current Measures,Quebec,Electricity,2040,423.4064,Industrial
101,Current Measures,Quebec,Electricity,2040,296.5481,Residential
102,Current Measures,Quebec,Electricity,2041,176.0347,Commercial
103,Current Measures,Quebec,Electricity,2041,425.9579,Industrial
104,Current Measures,Quebec,Electricity,2041,297.2477,Residential
105,Current Measures,Quebec,Electricity,2042,177.473,Commercial
106,Current Measures,Quebec,Electricity,2042,428.352,Industrial
107,Current Measures,Quebec,Electricity,2042,297.8024,Residential
108,Current Measures,Quebec,Electricity,2043,178.9692,Commercial
109,Current Measures,Quebec,Electricity,2043,430.6807,Industrial
110,Current Measures,Quebec,Electricity,2043,298.2666,Residential
111,Current Measures,Quebec,Electricity,2044,180.4597,Commercial
112,Current Measures,Quebec,Electricity,2044,432.9893,Industrial
113,Current Measures,Quebec,Electricity,2044,298.6825,Residential
114,Current Measures,Quebec,Electricity,2045,182.0038,Commercial
115,Current Measures,Quebec,Electricity,2045,435.4452,Industrial
116,Current Measures,Quebec,Electricity,2045,299.0374,Residential
117,Current Measures,Quebec,Electricity,2046,183.6676,Commercial
118,Current Measures,Quebec,Electricity,2046,437.8507,Industrial
119,Current Measures,Quebec,Electricity,2046,299.306,Residential
120,Current Measures,Quebec,Electricity,2047,185.3039,Commercial
121,Current Measures,Quebec,Electricity,2047,439.7367,Industrial
122,Current Measures,Quebec,Electricity,2047,299.5676,Residential
