,Scenario,Region,Variable,Year,Value,Sector
95,Current Measures,Saskatchewan,Electricity,2038,17.7148,Residential
96,Current Measures,Saskatchewan,Electricity,2039,33.4443,Commercial
97,Current Measures,Saskatchewan,Electricity,2039,65.7737,Industrial
98,Current Measures,Saskatchewan,Electricity,2039,17.9252,Residential
99,Current Measures,Saskatchewan,Electricity,2040,33.7018,Commercial
100,Current Measures,Saskatchewan,Electricity,2040,66.6016,Industrial
101,Current Measures,Saskatchewan,Electricity,2040,18.1332,Residential
102,Current Measures,Saskatchewan,Electricity,2041,33.9634,Commercial
103,Current Measures,Saskatchewan,Electricity,2041,67.4707,Industrial
104,Current Measures,Saskatchewan,Electricity,2041,18.3515,Residential
105,Current Measures,Saskatchewan,Electricity,2042,34.2249,Commercial
106,Current Measures,Saskatchewan,Electricity,2042,67.9023,Industrial
107,Current Measures,Saskatchewan,Electricity,2042,18.5696,Residential
108,Current Measures,Saskatchewan,Electricity,2043,34.4394,Commercial
109,Current Measures,Saskatchewan,Electricity,2043,68.1114,Industrial
110,Current Measures,Saskatchewan,Electricity,2043,18.7802,Residential
111,Current Measures,Saskatchewan,Electricity,2044,34.6713,Commercial
112,Current Measures,Saskatchewan,Electricity,2044,68.6197,Industrial
113,Current Measures,Saskatchewan,Electricity,2044,18.9876,Residential
114,Current Measures,Saskatchewan,Electricity,2045,34.8577,Commercial
115,Current Measures,Saskatchewan,Electricity,2045,68.5544,Industrial
116,Current Measures,Saskatchewan,Electricity,2045,19.1795,Residential
117,Current Measures,Saskatchewan,Electricity,2046,35.0851,Commercial
118,Current Measures,Saskatchewan,Electricity,2046,68.953,Industrial
119,Current Measures,Saskatchewan,Electricity,2046,19.3585,Residential
120,Current Measures,Saskatchewan,Electricity,2047,35.2743,Commercial
121,Current Measures,Saskatchewan,Electricity,2047,69.2571,Industrial
122,Current Measures,Saskatchewan,Electricity,2047,19.5262,Residential
123,Current Measures,Saskatchewan,Electricity,2048,35.4644,Commercial
124,Current Measures,Saskatchewan,Electricity,2048,69.2387,Industrial
125,Current Measures,Saskatchewan,Electricity,2048,19.6802,Residential
126,Current Measures,Saskatchewan,Electricity,2049,35.6316,Commercial
127,Current Measures,Saskatchewan,Electricity,2049,69.5246,Industrial
128,Current Measures,Saskatchewan,Electricity,2049,19.8223,Residential
129,Current Measures,Saskatchewan,Electricity,2050,35.8113,Commercial
130,Current Measures,Saskatchewan,Electricity,2050,69.4257,Industrial
131,Current Measures,Saskatchewan,Electricity,2050,19.9536,Residential
132,Current Measures,Saskatchewan,Electricity,2021,26.0535,Commercial
133,Current Measures,Saskatchewan,Electricity,2021,42.9869,Industrial
134,Current Measures,Saskatchewan,Electricity,2021,12.4713,Residential
135,Current Measures,Saskatchewan,Electricity,2022,27.5119,Commercial
136,Current Measures,Saskatchewan,Electricity,2022,46.5115,Industrial
137,Current Measures,Saskatchewan,Electricity,2022,13.4213,Residential
