,Scenario,Region,Variable,Year,Value,Sector
88,Current Measures,Manitoba,Electricity,2034,28.1627,Industrial
89,Current Measures,Manitoba,Electricity,2034,41.2131,Residential
90,Current Measures,Manitoba,Electricity,2035,31.3822,Commercial
91,Current Measures,Manitoba,Electricity,2035,28.5037,Industrial
92,Current Measures,Manitoba,Electricity,2035,41.7581,Residential
93,Current Measures,Manitoba,Electricity,2036,31.7044,Commercial
94,Current Measures,Manitoba,Electricity,2036,28.8008,Industrial
95,Current Measures,Manitoba,Electricity,2036,42.282,Residential
96,Current Measures,Manitoba,Electricity,2037,32.0252,Commercial
97,Current Measures,Manitoba,Electricity,2037,29.0925,Industrial
98,Current Measures,Manitoba,Electricity,2037,42.7791,Residential
99,Current Measures,Manitoba,Electricity,2038,32.3523,Commercial
100,Current Measures,Manitoba,Electricity,2038,29.3641,Industrial
101,Current Measures,Manitoba,Electricity,2038,43.2551,Residential
102,Current Measures,Manitoba,Electricity,2039,32.6309,Commercial
103,Current Measures,Manitoba,Electricity,2039,29.6317,Industrial
104,Current Measures,Manitoba,Electricity,2039,43.7082,Residential
105,Current Measures,Manitoba,Electricity,2040,32.9687,Commercial
106,Current Measures,Manitoba,Electricity,2040,29.918,Industrial
107,Current Measures,Manitoba,Electricity,2040,44.1377,Residential
108,Current Measures,Manitoba,Electricity,2041,33.2294,Commercial
109,Current Measures,Manitoba,Electricity,2041,30.1726,Industrial
110,Current Measures,Manitoba,Electricity,2041,44.5628,Residential
111,Current Measures,Manitoba,Electricity,2042,33.4665,Commercial
112,Current Measures,Manitoba,Electricity,2042,30.4187,Industrial
113,Current Measures,Manitoba,Electricity,2042,44.9764,Residential
114,Current Measures,Manitoba,Electricity,2043,33.6771,Commercial
115,Current Measures,Manitoba,Electricity,2043,30.6577,Industrial
116,Current Measures,Manitoba,Electricity,2043,45.3814,Residential
117,Current Measures,Manitoba,Electricity,2044,33.8964,Commercial
118,Current Measures,Manitoba,Electricity,2044,30.8982,Industrial
119,Current Measures,Manitoba,Electricity,2044,45.7696,Residential
120,Current Measures,Manitoba,Electricity,2045,34.1446,Commercial
121,Current Measures,Manitoba,Electricity,2045,31.1522,Industrial
122,Current Measures,Manitoba,Electricity,2045,46.1588,Residential
123,Current Measures,Manitoba,Electricity,2046,34.345,Commercial
