,Scenario,Region,Variable,Year,Value,Sector
85,Current Measures,New Brunswick,Electricity,2033,20.2392,Industrial
86,Current Measures,New Brunswick,Electricity,2033,24.4986,Residential
87,Current Measures,New Brunswick,Electricity,2034,14.8482,Commercial
88,Current Measures,New Brunswick,Electricity,2034,20.4203,Industrial
89,Current Measures,New Brunswick,Electricity,2034,24.6543,Residential
90,Current Measures,New Brunswick,Electricity,2035,15.0887,Commercial
91,Current Measures,New Brunswick,Electricity,2035,20.6198,Industrial
92,Current Measures,New Brunswick,Electricity,2035,24.7941,Residential
93,Current Measures,New Brunswick,Electricity,2036,15.2677,Commercial
94,Current Measures,New Brunswick,Electricity,2036,20.807,Industrial
95,Current Measures,New Brunswick,Electricity,2036,24.9233,Residential
96,Current Measures,New Brunswick,Electricity,2037,15.4555,Commercial
97,Current Measures,New Brunswick,Electricity,2037,21.0062,Industrial
98,Current Measures,New Brunswick,Electricity,2037,25.0572,Residential
99,Current Measures,New Brunswick,Electricity,2038,15.7203,Commercial
100,Current Measures,New Brunswick,Electricity,2038,21.1904,Industrial
101,Current Measures,New Brunswick,Electricity,2038,25.1836,Residential
102,Current Measures,New Brunswick,Electricity,2039,15.8515,Commercial
103,Current Measures,New Brunswick,Electricity,2039,21.3735,Industrial
104,Current Measures,New Brunswick,Electricity,2039,25.2982,Residential
105,Current Measures,New Brunswick,Electricity,2040,16.0574,Commercial
106,Current Measures,New Brunswick,Electricity,2040,21.5662,Industrial
107,Current Measures,New Brunswick,Electricity,2040,25.4056,Residential
108,Current Measures,New Brunswick,Electricity,2041,16.2672,Commercial
109,Current Measures,New Brunswick,Electricity,2041,21.7393,Industrial
110,Current Measures,New Brunswick,Electricity,2041,25.513,Residential
111,Current Measures,New Brunswick,Electricity,2042,16.3983,Commercial
112,Current Measures,New Brunswick,Electricity,2042,21.8804,Industrial
113,Current Measures,New Brunswick,Electricity,2042,25.6136,Residential
114,Current Measures,New Brunswick,Electricity,2043,16.5935,Commercial
115,Current Measures,New Brunswick,Electricity,2043,22.005,Industrial
