"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2184465","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2324104","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2312858","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2130816","","r","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2159237","","r","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1759070","","r","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1858365","","r","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1870017","","r","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1917378","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2021475","","r","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1650844","","r","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1857346","","r","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","1850733","","r","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","2053897","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","13198111","","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11279020","","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11731616","","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10304031","","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9978273","","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10182041","","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11723718","","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12433667","","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10725872","","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10911766","","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11302875","","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12963025","","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12423939","","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11121024","","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11631511","","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9740521","","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9382215","","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8806229","","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10685531","","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11207795","","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10406230","","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9978050","","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11519573","","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12817893","","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12805399","","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10943364","","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11179679","","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9741183","","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9062862","","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8896947","","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11668956","","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12032532","","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10821419","","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10108125","","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11103850","","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12150139","","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12584367","","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12454427","","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12762248","","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9826118","","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9417139","","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8711451","","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11618061","","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10851616","","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10051850","","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10399478","","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11289110","","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11891937","","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12047020","","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11033654","","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10815471","","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8877077","","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","7817487","","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8445256","","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10182916","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10606857","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9611762","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10117950","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10412961","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11381491","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10922644","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11359111","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9931214","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8537347","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8625194","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9935789","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10139576","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11777839","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9390452","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10499940","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10948848","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12135309","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12703795","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10393167","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10216725","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8636662","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8883741","","","","0"
