"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","29455711","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","31177059","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","32250510","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","27896850","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","28800553","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","32710075","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","38754925","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","39567888","","","","0"
"2023-02","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","35176672","","","","0"
"2023-03","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","35967863","","","","0"
"2023-04","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","29539774","","","","0"
"2023-05","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","28858525","","","","0"
"2023-06","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","26426628","","","","0"
"2023-07","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","26923229","","","","0"
"2023-08","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","25675524","","","","0"
"2023-09","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","24369020","","","","0"
"2023-10","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","25119922","","","","0"
"2023-11","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","29621796","","","","0"
"2023-12","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174610","1.1.2","32039414","","","","0"
"2010-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","10720844","","","","0"
"2010-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","9231040","","","","0"
"2010-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8879650","","","","0"
"2010-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7436590","","","","0"
"2010-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8132553","","","","0"
"2010-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8358597","","","","0"
"2010-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","9447555","","","","0"
"2010-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","9176516","","","","0"
"2010-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7813458","","","","0"
"2010-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7580046","","","","0"
"2010-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8436370","","","","0"
"2010-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8977614","","","","0"
"2011-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","9024770","","","","0"
"2011-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7917432","","","","0"
"2011-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8137263","","","","0"
"2011-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6555255","","","","0"
"2011-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6221587","","","","0"
"2011-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6184957","","","","0"
"2011-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7955624","","","","0"
"2011-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7497469","","","","0"
"2011-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7158004","","","","0"
"2011-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7068902","","","","0"
"2011-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7469116","","","","0"
"2011-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7584495","","","","0"
"2012-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8530648","","","","0"
"2012-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8140743","","","","0"
"2012-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7876486","","","","0"
"2012-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6654515","","","","0"
"2012-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6384701","","","","0"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6152365","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7192815","","","","0"
"2012-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7625906","","","","0"
"2012-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7221761","","","","0"
"2012-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7343265","","","","0"
"2012-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7636011","","","","0"
"2012-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8617006","","","","0"
"2013-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8669380","","","","0"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7855985","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7661314","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6804492","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6433177","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6460969","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7480652","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7136773","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6559934","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7239722","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7688207","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8628622","","r","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8544640","","r","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7699790","","r","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8167755","","r","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7027717","","r","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6502445","","","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6571669","","","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6979674","","","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7232689","","","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6743734","","","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6984027","","","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7690731","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8128620","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","8099151","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7688097","","r","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7474327","","r","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6543750","","r","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","5812561","","r","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6222765","","r","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6872434","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7211695","","r","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","6909205","","r","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7024832","","r","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7245120","","r","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","7871582","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-02","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-03","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-04","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-05","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-06","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-07","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-08","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-09","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-10","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-11","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2023-12","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174611","1.1.3","","..","","","0"
"2010-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7677218","","","","0"
"2010-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7063947","","","","0"
"2010-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7369147","","","","0"
